id_text;document;sent_id;sentence;mdd_phrase_mdd_sentence;mdd_phrase_mhd_sentence
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;2;oui xxx.;1.5;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;3;un prénom.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;4;Florène elle est dans une maison.;2.1666666666666665;1.3333333333333333
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;5;pour du pain.;1.3333333333333333;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;6;c- c'est pareil.;1.75;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;7;Florène comme.;1.5;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;8;je peux l'appeler?. dit bonjour à Florène.;2.375;1.625
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;9;Florène rentre dans la boulangerie.;2.2;1.4
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;10;Florène donne la pièce la pièce à la dame.;3.0;1.4444444444444444
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;11;je peux.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;12;pour acheter du pain. du pain.;2.625;2.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;13;deux baguettes.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;14;comme le monsieur est rouge.;1.8;1.2
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;15;son copain dit viens on va jouer xxx un petit peu aux billes.;2.7857142857142856;2.7142857142857144
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;16;après après il a dit le chien tu gardes le pain tu surveilles.;2.4615384615384617;1.6923076923076923
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;17;comme le monsieur est vert elle traverse.;1.7142857142857142;1.7142857142857142
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;18;oui elle traverse comme il est midi et demi ses ses frères ils commencent à manger.;3.3125;2.3125
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;19;et maintenant ils /peut peuvent/ prendre du pain.;2.6363636363636362;1.7272727272727273
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;20;xxx ils mangent/quoi pas/.;2.2857142857142856;1.2857142857142858
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;21;c'est toi tu as.;2.2;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;22;dessiné c'est toi tu as dessiné ça?.;1.875;1.375
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;23;c'est qui?. heu non *. ah nan nan nan c'est pas la peine.;4.882352941176471;1.8823529411764706
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;24;parce que je vais.;1.5;1.25
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;25;parce que. ah là elle achète du pain.;2.3;1.6
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;26;de rentrer chez elle.;1.75;1.25
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;27;là elle joue aux billes parce que euh le monsieur il est rouge.;3.7142857142857144;1.7857142857142858
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;28;après acheter du. comme ça. faut prendre une autre.;2.5454545454545454;2.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;29;xxx chaud.;1.5;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;30;hola ça fait du bien.;2.1666666666666665;1.3333333333333333
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;31;la dernière.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;32;parce que là là elle a son copain.;2.125;1.375
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;33;là elle joue aux billes là bah elle rentre. et là là. faut que je colorie.;3.8947368421052633;1.8421052631578947
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;34;mmh la dernière.;2.0;1.3333333333333333
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;35;elle mange.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;36;ils mangent.;1.0;1.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;37;les frères préparent la table.;1.6;1.4
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;38;ses frère préparent la table.;1.6;1.4
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;39;il joue avec s'appelle le monsieur?. donne la monnaie l'argent la boulangère.;3.142857142857143;2.0
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;40;xxxdonne du pain jouent aux billes.;2.5;1.875
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;41;et le monsieur il est vert il traversent et il est il est midi et et demi.;3.2941176470588234;1.7058823529411764
2;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.06.txt;42;ses ses frères ils mangent.;1.4;1.4
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;0;on va faire quoi?. mais ça fait rien.;2.375;1.5
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;1;j'ai pas mal.;1.75;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;2;on va faire ça?.;1.5;1.25
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;3;je sais cent plus cent ça fait combien.;2.5;1.875
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;4;deux cents.;1.0;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;5;tu me la racontes.;1.75;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;6;xxx et le petit bonhomme il est rouge.;2.625;1.875
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;7;le rouge.;1.0;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;8;en vérité?. ils peuvent.;1.25;1.25
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;9;parce que il est midi et demi.;2.0;1.2857142857142858
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;10;je connais l'heure.;1.75;1.25
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;11;Gabriel {? /previous/LX} qui a du gris.;3.2;1.6
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;12;alors tu prends un un crayon de papier.;2.25;1.625
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;13;je fais toujours ça.;1.75;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;14;c'était une fille.;1.75;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;15;une fille xxx.;1.3333333333333333;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;16;c'était une xxx qui s'appelait Florène.;2.25;1.375
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;17;sa maman xxx.;1.3333333333333333;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;18;sa maman mmh lui donne le porte le porte-monnaie.;2.111111111111111;1.4444444444444444
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;19;pour acheter du pain.;1.75;1.25
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;20;Florène il traverse.;1.3333333333333333;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;21;parce que.;1.5;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;22;parce que le le feu rouge est vert.;2.125;1.5
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;23;le le feu est rouge bonhomme est vert.;1.5;1.5
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;24;copain il dit avec sa main bonjour.;2.142857142857143;1.4285714285714286
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;25;il demande deux baguettes xxx te plait.;2.4285714285714284;1.4285714285714286
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;26;elle rentre avec son copain.;2.2;1.4
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;27;et il demande deux pains euh s'il vous plait.;3.1;1.5
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;28;/comme quand/ le monsieur et le feu rouge est vert.;3.9166666666666665;1.75
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;29;et le monsieur * est rouge pour l'instant on attend pour jouer aux billes.;2.625;2.1875
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;30;Florène le chien tient le porte-monnaie dans sa gueule.;2.5555555555555554;1.6666666666666667
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;31;un petit pain.;1.3333333333333333;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;32;mange un pe- un pe- pain.;2.8333333333333335;1.5
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;33;ils traversent.;1.0;1.0
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;34;elle traverse mange du pain.;2.1666666666666665;1.8333333333333333
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;35;il arrive à la maison.;2.2;1.4
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;36;ses frères ont déjà commencé à manger.;1.8571428571428572;1.2857142857142858
3;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Akoub_6.08.txt;37;parce que il est midi et demi.;2.0;1.2857142857142858
4;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.3.txt;0;ah c'est ça les céréales.;2.0;1.1666666666666667
4;/Users/cp/brainstorm/evalang/evalang-public/tcof/rawtextchi/long/chi_Alhem_6.3.txt;1;xxx mais chez moi je mange des céréales.;3.0;2.0
