[1] "parce que les là les trucs qui pendent.|parties_du_discours_phrase_proportion_ADV_sentence|0.25|0.1875|1"
[1] "parce que les là les trucs qui pendent.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "il faudrait un lit.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "on va mettre la la table de nuit.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.7407407407|0.6666666667|2.0252029221"
[1] "on va mettre la la table de nuit.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "on va mettre la la table de nuit.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "on va mettre la la table de nuit.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "ceux là ce sera en haut p- là haut.|pluriels_phrase_nombre_pluriels_sentence|1|1|37"
[1] "ceux là ce sera en haut p- là haut.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8|0.8|0.9722222222"
[1] "ceux là ce sera en haut p- là haut.|parties_du_discours_phrase_proportion_ADV_sentence|0.3333333333|0.1875|1"
[1] "ceux là ce sera en haut p- là haut.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "ceux là ce sera en haut p- là haut.|emotions_phrase_score_de_subjectitvite_sentence|0.18|0.01|1"
[1] "ceux là ce sera en haut p- là haut.|emotions_phrase_score_de_polarite_sentence|0.18|0.01|1"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|pluriels_phrase_nombre_pluriels_sentence|2|1|37"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|graphie_phrase_variance_longueur_mots_sentence|16.3386932628|8.775|62.8081920599"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8|0.8|0.9722222222"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|parties_du_discours_phrase_proportion_CCONJ_sentence|0.0588235294|0|1"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|pronoms_phrase_repartition_pronoms_personnels_1e_personne_sentence|0.5|0.25|1"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|connecteurs_organisateurs_phrase_proportion_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "moi je vais inst-.\net ça s- tu pourrais le mettre à dans la chambre des bébés.|pronoms_phrase_proportion_pronoms_personnels_1e_personne_sentence|0.1176470588|0.05|1"
[1] "ce sera le lit des bébés.|pluriels_phrase_nombre_pluriels_sentence|2|1|37"
[1] "ce sera le lit des bébés.|pluriels_phrase_proportion_pluriels_sentence|0.2857142857|0.1428571429|1"
[1] "ce sera le lit des bébés.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "y a pas une table?|pronoms_phrase_nombre_pronoms_indefinis_sentence|4|2|18"
[1] "y a pas une table?|parties_du_discours_phrase_proportion_ADV_sentence|0.2|0.1875|1"
[1] "y a pas une table?|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "ah si là.|parties_du_discours_phrase_proportion_SCONJ_sentence|0.3333333333|0|1"
[1] "ah si là.|connecteurs_organisateurs_phrase_nombre_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "ah si là.|connecteurs_organisateurs_phrase_proportion_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "ah si là.|parties_du_discours_phrase_proportion_INTJ_sentence|0.3333333333|0.0769230769|1"
[1] "ah si là.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.75|0.6666666667|2.0252029221"
[1] "ah si là.|parties_du_discours_phrase_proportion_ADV_sentence|0.3333333333|0.1875|1"
[1] "ah si là.|emotions_phrase_score_de_subjectitvite_sentence|0.1|0.01|1"
[1] "ah si là.|emotions_phrase_score_de_polarite_sentence|0.1|0.01|1"
[1] "elle est là.|parties_du_discours_phrase_proportion_ADV_sentence|0.3333333333|0.1875|1"
[1] "elle est là.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "le salon ça sera ici.\ndu coup ça sera la salle à manger.|graphie_phrase_variance_longueur_mots_sentence|13.2944606414|8.775|62.8081920599"
[1] "le salon ça sera ici.\ndu coup ça sera la salle à manger.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "dans la chambre tu as euh tu pourras installer ça?\ndans la chambre de bébé.|graphie_phrase_variance_longueur_mots_sentence|13.9333333333|8.775|62.8081920599"
[1] "dans la chambre tu as euh tu pourras installer ça?\ndans la chambre de bébé.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.875|0.8|0.9722222222"
[1] "dans la chambre tu as euh tu pourras installer ça?\ndans la chambre de bébé.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "dans la chambre tu as euh tu pourras installer ça?\ndans la chambre de bébé.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "dans la chambre tu as euh tu pourras installer ça?\ndans la chambre de bébé.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|parties_du_discours_phrase_proportion_SCONJ_sentence|0.0769230769|0|1"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|connecteurs_organisateurs_phrase_nombre_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|connecteurs_organisateurs_phrase_proportion_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|graphie_phrase_variance_longueur_mots_sentence|12.1583978152|8.775|62.8081920599"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|pronoms_phrase_nombre_pronoms_indefinis_sentence|2|2|18"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8571428571|0.8|0.9722222222"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.6785714286|0.6666666667|2.0252029221"
[1] "parce que là on m- on m- mettra le bébé pour le changer.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "mais euh ça on devrait la mettre quelque part.|parties_du_discours_phrase_proportion_INTJ_sentence|0.1111111111|0.0769230769|1"
[1] "mais euh ça on devrait la mettre quelque part.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8|0.8|0.9722222222"
[1] "mais euh ça on devrait la mettre quelque part.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "mais euh ça on devrait la mettre quelque part.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "mais euh ça on devrait la mettre quelque part.|parties_du_discours_phrase_proportion_CCONJ_sentence|0.1111111111|0|1"
[1] "mais euh ça on devrait la mettre quelque part.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "mais euh ça on devrait la mettre quelque part.|connecteurs_organisateurs_phrase_nombre_argumentatifs_et_concessifs_sentence|1|0|7"
[1] "mais euh ça on devrait la mettre quelque part.|connecteurs_organisateurs_phrase_proportion_argumentatifs_et_concessifs_sentence|1|0|7"
[1] "beh c'est une couverture.|parties_du_discours_phrase_proportion_INTJ_sentence|0.2|0.0769230769|1"
[1] "beh c'est une couverture.|pronoms_phrase_nombre_pronoms_indefinis_sentence|2|2|18"
[1] "beh c'est une couverture.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "donc t'en mets une dans chaque chambre.|connecteurs_organisateurs_phrase_nombre_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "donc t'en mets une dans chaque chambre.|connecteurs_organisateurs_phrase_proportion_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "donc t'en mets une dans chaque chambre.|pronoms_phrase_nombre_pronoms_indefinis_sentence|3|2|18"
[1] "donc t'en mets une dans chaque chambre.|parties_du_discours_phrase_proportion_CCONJ_sentence|0.125|0|1"
[1] "donc t'en mets une dans chaque chambre.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|parties_du_discours_phrase_proportion_SCONJ_sentence|0.0714285714|0|1"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|connecteurs_organisateurs_phrase_nombre_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|connecteurs_organisateurs_phrase_proportion_explicatifs_et_justificatifs_sentence|1|0|5"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|graphie_phrase_variance_longueur_mots_sentence|12.9763119534|8.775|62.8081920599"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8666666667|0.8|0.9722222222"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.7555555556|0.6666666667|2.0252029221"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|parties_du_discours_phrase_proportion_ADV_sentence|0.2142857143|0.1875|1"
[1] "on va plutôt échanger avec ce lit parce que ça ça fait plutôt bébé.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "est que c-.\nattends j'ai oublié un truc.|pluriels_phrase_nombre_pluriels_sentence|1|1|37"
[1] "est que c-.\nattends j'ai oublié un truc.|parties_du_discours_phrase_proportion_SCONJ_sentence|0.1111111111|0|1"
[1] "est que c-.\nattends j'ai oublié un truc.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8|0.8|0.9722222222"
[1] "est que c-.\nattends j'ai oublié un truc.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.8666666667|0.6666666667|2.0252029221"
[1] "est que c-.\nattends j'ai oublié un truc.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|2|0|9"
[1] "est que c-.\nattends j'ai oublié un truc.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|2|0|9"
[1] "est que c-.\nattends j'ai oublié un truc.|flexions_verbales_phrase_proportion_flexions_pluriel_sentence|25|0|100"
[1] "est que c-.\nattends j'ai oublié un truc.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "est que c-.\nattends j'ai oublié un truc.|pronoms_phrase_repartition_pronoms_personnels_1e_personne_sentence|1|0.25|1"
[1] "est que c-.\nattends j'ai oublié un truc.|pronoms_phrase_proportion_pronoms_personnels_1e_personne_sentence|0.1111111111|0.05|1"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|pluriels_phrase_nombre_pluriels_sentence|2|1|37"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|graphie_phrase_variance_longueur_mots_sentence|13.125|8.775|62.8081920599"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|pluriels_phrase_proportion_pluriels_sentence|0.1428571429|0.1428571429|1"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|pronoms_phrase_repartition_pronoms_personnels_1e_personne_sentence|1|0.25|1"
[1] "maman on va je.\nla chambre ça ça sera la chambre des adultes.|pronoms_phrase_proportion_pronoms_personnels_1e_personne_sentence|0.0714285714|0.05|1"
[1] "on va mettre ce lit dans la chambre des adultes.|pluriels_phrase_nombre_pluriels_sentence|2|1|37"
[1] "on va mettre ce lit dans la chambre des adultes.|graphie_phrase_variance_longueur_mots_sentence|9.7978963186|8.775|62.8081920599"
[1] "on va mettre ce lit dans la chambre des adultes.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.6923076923|0.6666666667|2.0252029221"
[1] "on va mettre ce lit dans la chambre des adultes.|pluriels_phrase_proportion_pluriels_sentence|0.1818181818|0.1428571429|1"
[1] "on va mettre ce lit dans la chambre des adultes.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "on va mettre ce lit dans la chambre des adultes.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "on va mettre ce lit dans la chambre des adultes.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "oui oui.\ny a une cheminée.|parties_du_discours_phrase_proportion_INTJ_sentence|0.1666666667|0.0769230769|1"
[1] "oui oui.\ny a une cheminée.|pronoms_phrase_nombre_pronoms_indefinis_sentence|2|2|18"
[1] "oui oui.\ny a une cheminée.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "oui oui.\ny a une cheminée.|emotions_phrase_score_de_subjectitvite_sentence|0.01|0.01|1"
[1] "oui oui.\ny a une cheminée.|emotions_phrase_score_de_polarite_sentence|0.01|0.01|1"
[1] "euh vers le fond on mettra on met cette petite table.|parties_du_discours_phrase_proportion_INTJ_sentence|0.0909090909|0.0769230769|1"
[1] "euh vers le fond on mettra on met cette petite table.|graphie_phrase_variance_longueur_mots_sentence|9.6746806912|8.775|62.8081920599"
[1] "euh vers le fond on mettra on met cette petite table.|pronoms_phrase_nombre_pronoms_indefinis_sentence|3|2|18"
[1] "euh vers le fond on mettra on met cette petite table.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8333333333|0.8|0.9722222222"
[1] "euh vers le fond on mettra on met cette petite table.|flexions_verbales_phrase_diversite_systemes_temps_sentence|2|1|3"
[1] "euh vers le fond on mettra on met cette petite table.|emotions_phrase_score_de_subjectitvite_sentence|0.1|0.01|1"
[1] "euh vers le fond on mettra on met cette petite table.|emotions_phrase_score_de_polarite_sentence|0.1|0.01|1"
[1] "mets la là après.|parties_du_discours_phrase_proportion_INTJ_sentence|0.25|0.0769230769|1"
[1] "mets la là après.|connecteurs_organisateurs_phrase_nombre_connecteurs_temporels_sentence|1|0|5"
[1] "mets la là après.|connecteurs_organisateurs_phrase_proportion_connecteurs_temporels_sentence|1|0|5"
[1] "mets la là après.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|0.7|0.6666666667|2.0252029221"
[1] "mets la là après.|parties_du_discours_phrase_proportion_ADV_sentence|0.5|0.1875|1"
[1] "ouais avec les deux tasses.|pluriels_phrase_nombre_pluriels_sentence|3|1|37"
[1] "ouais avec les deux tasses.|parties_du_discours_phrase_proportion_INTJ_sentence|0.2|0.0769230769|1"
[1] "ouais avec les deux tasses.|dependances_syntaxiques_phrase_point_distance_moyenne_sentence|1|0.6666666667|2.0252029221"
[1] "ouais avec les deux tasses.|pluriels_phrase_proportion_pluriels_sentence|0.6|0.1428571429|1"
[1] "dessus avec xxx aussi la cruche.|parties_du_discours_phrase_proportion_ADV_sentence|0.3333333333|0.1875|1"
[1] "dessus avec xxx aussi la cruche.|connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "dessus avec xxx aussi la cruche.|connecteurs_organisateurs_phrase_proportion_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "et le sac à main tu vas la la mettre dessus.|graphie_phrase_variance_longueur_mots_sentence|10.1818181818|8.775|62.8081920599"
[1] "et le sac à main tu vas la la mettre dessus.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8333333333|0.8|0.9722222222"
[1] "et le sac à main tu vas la la mettre dessus.|structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence|1|0|9"
[1] "et le sac à main tu vas la la mettre dessus.|structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence|1|0|9"
[1] "et le sac à main tu vas la la mettre dessus.|parties_du_discours_phrase_proportion_CCONJ_sentence|0.0909090909|0|1"
[1] "et le sac à main tu vas la la mettre dessus.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "et le sac à main tu vas la la mettre dessus.|connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "et le sac à main tu vas la la mettre dessus.|connecteurs_organisateurs_phrase_proportion_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|graphie_phrase_variance_longueur_mots_sentence|16.6578465296|8.775|62.8081920599"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|pronoms_phrase_nombre_pronoms_indefinis_sentence|2|2|18"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence|0.8|0.8|0.9722222222"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|parties_du_discours_phrase_proportion_ADV_sentence|0.2352941176|0.1875|1"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|parties_du_discours_phrase_proportion_CCONJ_sentence|0.0588235294|0|1"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "non tu le mets là.\net tu ça tu la mets là au fond par là.|connecteurs_organisateurs_phrase_proportion_additifs_et_integration_lineaire_sentence|1|0|19"
[1] "ça ira bien comme ça.|parties_du_discours_phrase_proportion_ADV_sentence|0.2|0.1875|1"
[1] "ça ira bien comme ça.|flexions_verbales_phrase_diversite_systemes_temps_sentence|1|1|3"
