alors	ADV	alors
est	VER:pres	être
pas	ADV	pas
ça	PRO:ton	ça
le	DET:def	le
plus	ADV	plus
important	ADJ	important
mais	KON	mais
tu	PRO:cls	tu
te	PRO:clo	te
rends	VER:pres	rendre
compte	NOM	compte
finalement	ADV	finalement
qu'	KON	que
avec	PRP	avec
cette	DET:dem	ce
loi	NOM	loi
qui	PRO:rel	qui
était	VER:impf	être
je	PRO:cls	je
pense	VER:pres	penser
euh	INT	euh
intéressante	ADJ	intéressant
parce	TRC	parce
que	KON	que
à	PRP	à
un	DET:ind	un
moment	NOM	moment
donné	VER:pper	donner
si	KON	si
les	DET:def	le
hétéros	NOM	<unknown>
peuvent	VER:pres	pouvoir
se	PRO:clo	se
marier	VER:infi	marier
je	PRO:cls	je
vois	VER:pres	voir
pas	ADV	pas
pourquoi	PRO:int	pourquoi
les	DET:def	le
homos	NOM	homo
ne	ADV	ne
pourraient	VER:cond	pouvoir
pas	ADV	pas
le	PRO:clo	le
faire	VER:infi	faire
s'	KON	si
ils	PRO:cls	il
le	PRO:clo	le
décident	VER:pres	décider
maintenant	ADV	maintenant
effectivement	ADV	effectivement
voir	VER:infi	voir
tous	DET:pre	tout
ces	DET:dem	ce
gens	NOM	gens
dans	PRP	dans
la	DET:def	le
rue	NOM	rue
et	KON	et
pas	ADV	pas
seulement	ADV	seulement
des	DET:ind	un
des	DET:ind	un
personnes	NOM	personne
âgées	ADJ	âgé
qui	PRO:rel	qui
comprendraient	VER:cond	comprendre
pas	ADV	pas
euh	INT	euh
véritablement	ADV	véritablement
euh	INT	euh
le	DET:def	le
sujet	NOM	sujet
mais	KON	mais
des	DET:ind	un
jeunes	ADJ	jeune
des	DET:ind	un
jeunes	ADJ	jeune
une	DET:ind	un
vingtaine	NOM	vingtaine
d'	PRP	un
années	NOM	année
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
peu	NOM	peu
près	ADV	près
vos	DET:pos	votre
âges	NOM	âge
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
euh	INT	euh
moi	PRO:ton	moi
je	PRO:cls	je
sais	VER:pres	savoir
que	KON	que
j'	PRO:cls	je
interviens	VER:pres	intervenir
en	PRP	en
classe	NOM	classe
par	PRP	par
exemple	NOM	exemple
sur	PRP	sur
ce	DET:dem	ce
sujet	NOM	sujet
là	ADV	là
hein	INT	hein
je	PRO:cls	je
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
sujet	NOM	sujet
que	KON	que
je	PRO:cls	je
propose	VER:pres	proposer
en	PRP	en
cours	NOM	cours
et	KON	et
on	PRO:cls	on
voit	VER:pres	voir
effectivement	ADV	effectivement
que	KON	que
des	DET:ind	un
jeunes	ADJ	jeune
qui	PRO:rel	qui
ont	VER:pres	avoir
entre	PRP	entre
seize	NUM	@card@
et	KON	et
dix-huit	NUM	@card@
ans	NOM	an
donc	ADV	donc
les	DET:def	le
futurs	NOM	futur
euh	INT	euh
votants	ADJ	votant
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
ils	PRO:cls	il
ont	VER:pres	avoir
quand	KON	quand
même	ADV	même
un	DET:ind	un
discours	NOM	discours
pour	PRP	pour
certains	PRO:ind	certains
assez	ADV	assez
assez	ADV	assez
noir	ADJ	noir
assez	ADV	assez
pessimiste	ADJ	pessimiste
surtout	ADV	surtout
assez	ADV	assez
euh	INT	euh
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
euh	INT	euh
fermé	VER:pper	fermer
sur	PRP	sur
le	DET:def	le
sujet	NOM	sujet
et	KON	et
vous	PRO:cls	vous
pensez	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	AUX:pres	être
dû	VER:pper	devoir
à	PRP	à
quoi	PRO:int	quoi
ça	PRO:ton	ça
je	PRO:cls	je
pense	VER:pres	penser
c'	PRO:cls	ce
est	AUX:pres	être
dû	VER:pper	devoir
à	PRP	à
beaucoup	ADV	beaucoup
de	PRP	de
choses	NOM	chose
première	ADJ	premier
entrée	NOM	entrée
c'	PRO:cls	ce
est	VER:pres	être
surtout	ADV	surtout
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
forme	NOM	forme
d'	PRP	un
atavisme	NOM	atavisme
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
dire	VER:infi	dire
qu'	KON	que
on	PRO:cls	on
est	VER:pres	être
dans	PRP	dans
un	DET:ind	un
milieu	NOM	milieu
euh	INT	euh
spécifique	ADJ	spécifique
les	DET:def	le
parents	NOM	parent
leur	DET:pos	leur
euh	INT	euh
leur	DET:pos	leur
l'	DET:def	le
encadrement	NOM	encadrement
les	DET:def	le
petits	ADJ	petit
villages	NOM	village
donc	ADV	donc
forcément	ADV	forcément
d'	PRP	un
entrée	NOM	entrée
hein	INT	hein
sans	PRP	sans
jeter	VER:infi	jeter
l'	DET:def	le
opprobre	NOM	opprobre
sur	PRP	sur
les	DET:def	le
villages	NOM	village
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
qu'	KON	que
on	PRO:cls	on
a	VER:pres	avoir
pas	ADV	pas
non	FNO	non
plus	ADV	plus
l'	DET:def	le
habitude	NOM	habitude
euh	INT	euh
de	PRP	de
voir	VER:infi	voir
des	DET:ind	un
personnes	NOM	personne
différentes	ADJ	différent
de	PRP	de
nous	PRO:ton	nous
et	KON	et
je	PRO:cls	je
pense	VER:pres	penser
ce	PRO:dem	ce
qui	PRO:rel	qui
fait	VER:pres	faire
vraiment	ADV	vraiment
peur	NOM	peur
aux	PRP:det	au
gens	NOM	gens
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
différence	NOM	différence
pour	PRP	pour
les	DET:def	le
personnes	NOM	personne
d'	PRP	un
un	DET:ind	un
au-	TRC	au-
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
âge	NOM	âge
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
je	PRO:cls	je
pense	VER:pres	penser
aussi	ADV	aussi
cette	DET:dem	ce
euh	INT	euh
notion	NOM	notion
égoïste	ADJ	égoïste
de	PRP	de
dire	VER:infi	dire
oh	INT	oh
mon	DET:pos	mon
dieu	NOM	dieu
mon	DET:pos	mon
fils	NOM	fil|fils
est	VER:pres	être
gay	NOM	gay
ma	DET:pos	mon
fille	NOM	fille
est	VER:pres	être
g-	TRC	g-
ma	DET:pos	mon
fille	NOM	fille
est	VER:pres	être
lesbienne	ADJ	lesbien
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
de	PRP	de
mal	NOM	mal
en	PRP	en
plus	ADV	plus
euh	INT	euh
j'	PRO:cls	je
aurai	VER:futu	avoir
pas	ADV	pas
de	PRP	de
petits	ADJ	petit
enfants	NOM	enfant
euh	INT	euh
par	PRP	par
exemple	NOM	exemple
du	PRP:det	du
coup	NOM	coup
c'	PRO:cls	ce
est	VER:pres	être
hein	INT	hein
la	DET:def	le
dimension	NOM	dimension
égoïste	ADJ	égoïste
par	PRP	par
rapport	NOM	rapport
à	PRP	à
ça	PRO:ton	ça
deux	NUM	@card@
une	NUM	@card@
dimension	NOM	dimension
euh	INT	euh
de	PRP	de
peur	NOM	peur
c'	PRO:cls	ce
est	VER:pres	être
tout	DET:pre	tout
ce	PRO:dem	ce
qui	PRO:rel	qui
est	VER:pres	être
différent	ADJ	différent
on	PRO:cls	on
a	VER:pres	avoir
peur	NOM	peur
aussi	ADV	aussi
faut	VER:pres	falloir
pas	ADV	pas
occulter	VER:infi	occulter
les	DET:def	le
médias	NOM	média
qui	PRO:rel	qui
en	PRO:clo	en
font	VER:pres	faire
beaucoup	ADV	beaucoup
parce	TRC	parce
que	KON	que
longtemps	ADV	longtemps
longtemps	ADV	longtemps
longtemps	ADV	longtemps
trop	ADV	trop
longtemps	ADV	longtemps
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
choses	NOM	chose
immondes	ADJ	immonde
qui	PRO:rel	qui
ont	AUX:pres	avoir
été	AUX:pper	être
dites	VER:pper	dire
on	PRO:cls	on
associait	VER:impf	associer
bah	INT	bah
même	ADV	même
là	ADV	là
euh	INT	euh
par	PRP	par
exemple	NOM	exemple
depuis	PRP	depuis
peu	NOM	peu
euh	INT	euh
les	DET:def	le
homosexuels	NOM	homosexuel
peuvent	VER:pres	pouvoir
enfin	ADV	enfin
euh	INT	euh
donner	VER:infi	donner
leur	DET:pos	leur
sang	NOM	sang
hypocrites	ADJ	hypocrite
à	PRP	à
mon	DET:pos	mon
sens	NOM	sens
parce	TRC	parce
que	KON	que
alors	ADV	alors
qu'	KON	que
avant	ADV	avant
non	FNO	non
parce	TRC	parce
qu'	KON	que
effectivement	ADV	effectivement
moi	PRO:ton	moi
je	PRO:cls	je
le	PRO:clo	le
dis	VER:pres	dire
franchement	ADV	franchement
j'	PRO:cls	je
ai	AUX:pres	avoir
toujours	ADV	toujours
refusé	VER:pper	refuser
de	PRP	de
donner	VER:infi	donner
mon	DET:pos	mon
sang	NOM	sang
parce	TRC	parce
qu'	KON	que
effectivement	ADV	effectivement
on	PRO:cls	on
refusait	VER:impf	refuser
le	DET:def	le
droit	NOM	droit
aux	PRP:det	au
homosexuels	NOM	homosexuel
de	PRP	de
donner	VER:infi	donner
leur	DET:pos	leur
sang	NOM	sang
mais	KON	mais
malgré	PRP	malgré
cette	DET:dem	ce
décision	NOM	décision
de	PRP	de
Marisol	NOM	<unknown>
Touraine	NAM	<unknown>
la	DET:def	le
ministre	NOM	ministre
euh	INT	euh
déléguée	NOM	délégué
à	PRP	à
la	DET:def	le
santé	NOM	santé
n'	ADV	ne
-ce	PRO:dem	ce
est	VER:pres	être
pas	ADV	pas
euh	INT	euh
qui	PRO:rel	qui
a	AUX:pres	avoir
fait	VER:pper	faire
ça	PRO:ton	ça
donc	ADV	donc
elle	PRO:cls	elle
a	AUX:pres	avoir
pondu	VER:pper	pondre
ça	PRO:ton	ça
en	PRP	en
disant	VER:ppre	dire
mon	DET:pos	mon
dieu	NOM	dieu
c'	PRO:cls	ce
est	VER:pres	être
magnifique	ADJ	magnifique
les	DET:def	le
homosexuels	NOM	homosexuel
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
ouverture	NOM	ouverture
alors	ADV	alors
je	PRO:cls	je
trouve	VER:pres	trouver
c'	PRO:cls	ce
est	VER:pres	être
plutôt	ADV	plutôt
euh	INT	euh
une	DET:ind	un
entrouverture	NOM	<unknown>
parce	TRC	parce
qu'	KON	que
au	PRP:det	au
final	NOM	final
les	DET:def	le
personnes	NOM	personne
pourront	VER:futu	pouvoir
donner	VER:infi	donner
leur	DET:pos	leur
sang	NOM	sang
à	PRP	à
condition	NOM	condition
qu'	KON	que
ils	PRO:cls	il
n'	ADV	ne
aient	AUX:subp	avoir
pas	ADV	pas
de	PRP	de
rapport	NOM	rapport
sexuel	ADJ	sexuel
euh	INT	euh
l'	DET:def	le
année	NOM	année
précédente	ADJ	précédent
quoi	INT	quoi
hum	FNO	hum
hein	INT	hein
genre	NOM	genre
ah	INT	ah
non	FNO	non
excuse	VER:impe	excuser
moi	PRO:ton	moi
je	PRO:cls	je
peux	VER:pres	pouvoir
pas	ADV	pas
coucher	VER:infi	coucher
avec	PRP	avec
toi	PRO:ton	toi
j'	PRO:cls	je
ai	VER:pres	avoir
je	PRO:cls	je
donne	VER:pres	donner
mon	DET:pos	mon
sang	NOM	sang
dans	PRP	dans
un	DET:ind	un
an	NOM	an
quoi	INT	quoi
et	KON	et
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
mais	KON	mais
sous	PRP	sous
couvert	NOM	couvert
d'	PRP	un
ouverture	NOM	ouverture
finalement	ADV	finalement
on	PRO:cls	on
reste	VER:pres	rester
encore	ADV	encore
euh	INT	euh
hum	FNO	hum
hein	INT	hein
parce	TRC	parce
que	KON	que
pour	PRP	pour
les	DET:def	le
hétéros	NOM	<unknown>
oh	INT	oh
je	PRO:cls	je
s-	TRC	s-
je	PRO:cls	je
sais	VER:pres	savoir
plus	ADV	plus
exactement	ADV	exactement
combien	PRO:int	combien
de	PRP	de
temps	NOM	temps
ils	PRO:cls	il
doivent	VER:pres	devoir
euh	INT	euh
ne	ADV	ne
pas	ADV	pas
avoir	VER:infi	avoir
de	PRP	de
relations	NOM	relation
sexuelles	ADJ	sexuel
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
un	DET:ind	un
an	NOM	an
quoi	INT	quoi
donc	ADV	donc
encore	ADV	encore
une	DET:ind	un
fois	NOM	fois
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
différence	NOM	différence
et	KON	et
ça	PRO:cls	ça
montre	VER:pres	montrer
comme	KON	comme
si	KON	si
comme	KON	comme
s'	KON	si
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
des	DET:ind	un
des	DET:ind	un
êtres	NOM	être
hétéros	NOM	<unknown>
des	PRP:det	du
êtres	NOM	être
homos	NOM	homo
alors	ADV	alors
qu'	KON	que
au	PRP:det	au
final	NOM	final
on	PRO:cls	on
est	VER:pres	être
tous	PRO:ind	tout
pareils	ADJ	pareil
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
naïf	ADJ	naïf
de	PRP	de
dire	VER:infi	dire
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
euh	INT	euh
cucul	ADJ	cucul
la	DET:def	le
praline	NOM	praline
oui	FNO	oui
-moi	PRO:clo	moi
excuse	VER:impe	excuser
l'	DET:def	le
expression	NOM	expression
utilisée	VER:pper	utiliser
à	PRP	à
cet	DET:dem	ce
égard	NOM	égard
oh	INT	oh
oh	INT	oh
mais	KON	mais
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
veux	VER:pres	vouloir
dire	VER:infi	dire
par	PRP	par
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
on	PRO:cls	on
doit	VER:pres	devoir
pas	ADV	pas
euh	INT	euh
juger	VER:infi	juger
une	DET:ind	un
personne	NOM	personne
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
par	PRP	par
rapport	NOM	rapport
à	PRP	à
ses	DET:pos	son
orientations	NOM	orientation
sexuelles	ADJ	sexuel
quoi	INT	quoi
euh	INT	euh
on	PRO:cls	on
peut	VER:pres	pouvoir
avoir	VER:infi	avoir
le	DET:def	le
même	ADJ	même
discours	NOM	discours
par	PRP	par
rapport	NOM	rapport
à	PRP	à
ce	PRO:dem	ce
qu'	PRO:rel	que
avait	AUX:impf	avoir
dit	VER:pper	dire
Nadine	ADJ	<unknown>
Morano	NOM	<unknown>
sur	PRP	sur
la	DET:def	le
race	NOM	race
blanche	ADJ	blanc
la	DET:def	le
France	NAM	France
est	VER:pres	être
un	DET:ind	un
pays	NOM	pays
de	PRP	de
race	NOM	race
blanche	ADJ	blanc
hum	FNO	hum
ouais	FNO	ouais
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
ce	PRO:cls	ce
sont	VER:pres	être
des	DET:ind	un
paroles	NOM	parole
qu'	KON	que
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
laisser	VER:infi	laisser
dire	VER:infi	dire
hein	INT	hein
je	PRO:cls	je
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	VER:pres	avoir
des	DET:ind	un
amis	NOM	ami
effectivement	ADV	effectivement
euh	INT	euh
homosexuels	ADJ	homosexuel
qui	PRO:rel	qui
ont	AUX:pres	avoir
été	AUX:pper	être
qui	PRO:rel	qui
sont	VER:pres	être
pas	ADV	pas
du	DET:par	du
tout	ADV	tout
revendicatifs	ADJ	revendicatif
qui	PRO:rel	qui
sont	VER:pres	être
pas	ADV	pas
du	DET:par	du
tout	ADV	tout
dans	PRP	dans
dans	PRP	dans
cette	DET:dem	ce
idée	NOM	idée
de	PRP	de
d'	PRP	un
affiche	NOM	affiche
je	PRO:cls	je
vis	VER:pres	vivre
point	NOM	point
barre	NOM	barre
quoi	INT	quoi
euh	INT	euh
peu	NOM	peu
importe	VER:pres	importer
quelle	DET:int	quel
est	VER:pres	être
quelle	DET:int	quel
est	VER:pres	être
mon	DET:pos	mon
orientation	NOM	orientation
sexuelle	ADJ	sexuel
ils	PRO:cls	il
ont	AUX:pres	avoir
été	AUX:pper	être
extrêmement	ADV	extrêmement
choqués	VER:pper	choquer
par	PRP	par
cette	DET:dem	ce
levée	NOM	levée
de	PRP	de
bouclier	NOM	bouclier
comme	KON	comme
si	KON	si
effectivement	ADV	effectivement
on	PRO:cls	on
on	PRO:cls	on
les	PRO:clo	le
on	PRO:cls	on
les	PRO:clo	le
pointait	VER:impf	pointer
du	PRP:det	du
doigt	NOM	doigt
vous	PRO:cls	vous
êtes	VER:pres	être
des	DET:ind	un
monstres	NOM	monstre
hum	FNO	hum
et	KON	et
cetera	VER:futu	<unknown>
quoi	INT	quoi
et	KON	et
les	DET:def	le
médias	NOM	média
ont	VER:pres	avoir
leur	DET:pos	leur
aussi	ADV	aussi
leur	DET:pos	leur
part	NOM	part
à	PRP	à
jouer	VER:infi	jouer
je	PRO:cls	je
pense	VER:pres	penser
après	ADV	après
peut-être	ADV	peut-être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
sûr	ADJ	sûr
que	KON	que
par	PRP	par
rapport	NOM	rapport
à	PRP	à
montrer	VER:infi	montrer
des	DET:ind	un
des	DET:ind	un
des	DET:ind	un
versions	NOM	version
q-	NOM	<unknown>
stéréotypées	VER:pper	stéréotyper
de	PRP	de
l'	DET:def	le
homosexuel	NOM	homosexuel
et	KON	et
pour	PRP	pour
certains	PRO:ind	certains
ils	PRO:cls	il
pensent	VER:pres	penser
qu'	KON	que
être	VER:infi	être
homo	NOM	homo
c'	PRO:cls	ce
est	VER:pres	être
coucher	VER:infi	coucher
avec	PRP	avec
plein	ADV	plein
de	PRP	de
personnes	NOM	personne
c'	PRO:cls	ce
est	VER:pres	être
avoir	VER:infi	avoir
une	DET:ind	un
vie	NOM	vie
dissolue	ADJ	dissolu
et	KON	et
m-	TRC	m-
malheureusement	ADV	malheureusement
on	PRO:cls	on
associe	VER:pres	associer
encore	ADV	encore
euh	INT	euh
homosexualité	NOM	homosexualité
et	KON	et
sida	NOM	sida
ce	PRO:dem	ce
qui	PRO:rel	qui
n'	ADV	ne
a	VER:pres	avoir
rien	PRO:ind	rien
à	PRP	à
voir	VER:infi	voir
quoi	INT	quoi
et	KON	et
euh	INT	euh
vous	PRO:cls	vous
pensez	VER:pres	penser
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
d'	PRP	un
homosexuels	NOM	homosexuel
qu'	KON	que
avant	ADV	avant
je	PRO:cls	je
pense	VER:pres	penser
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
le	DET:def	le
même	ADJ	même
nombre	NOM	nombre
simplement	ADV	simplement
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
certains	PRO:ind	certains
euh	INT	euh
ils	PRO:cls	il
se	PRO:clo	se
montrent	VER:pres	montrer
plus	ADV	plus
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
une	DET:ind	un
question	NOM	question
de	PRP	de
se	PRO:clo	se
montrer	VER:infi	montrer
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
question	NOM	question
ni	KON	ni
d'	PRP	un
assumer	VER:infi	assumer
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
question	NOM	question
peut-être	ADV	peut-être
hein	INT	hein
la	DET:def	le
société	NOM	société
a	VER:pres	avoir
quelque	ADJ	<unknown>
peu	NOM	peu
évolué	ADJ	évolué
quelque	ADJ	<unknown>
peu	NOM	peu
donc	ADV	donc
euh	INT	euh
les	DET:def	le
gens	NOM	gens
ont	VER:pres	avoir
aussi	ADV	aussi
une	DET:ind	un
force	NOM	force
de	PRP	de
caractère	NOM	caractère
et	KON	et
euh	INT	euh
assument	VER:pres	assumer
euh	INT	euh
qui	PRO:rel	qui
ils	PRO:cls	il
sont	VER:pres	être
maintenant	ADV	maintenant
encore	ADV	encore
aujourd'hui	ADV	aujourd'hui
quand	KON	quand
vous	PRO:cls	vous
êtes	VER:pres	être
que	KON	que
vous	PRO:cls	vous
avez	VER:pres	avoir
seize	NUM	@card@
ans	NOM	an
ou	KON	ou
dix-sept	NUM	@card@
ans	NOM	an
que	KON	que
vous	PRO:cls	vous
vous	PRO:clo	vous
posez	VER:pres	poser
des	DET:ind	un
questions	NOM	question
sur	PRP	sur
votre	DET:pos	votre
orientation	NOM	orientation
sexuelle	ADJ	sexuel
quand	KON	quand
vous	PRO:cls	vous
avez	VER:pres	avoir
seize	NUM	@card@
ou	KON	ou
dix-sept	NUM	@card@
ans	NOM	an
et	KON	et
que	KON	que
vous	PRO:cls	vous
sentez	VER:pres	sentir
euh	INT	euh
voilà	FNO	voilà
que	KON	que
vous	PRO:cls	vous
préférez	VER:pres	préférer
les	DET:def	le
garçons	NOM	garçon
et	KON	et
qu'	KON	que
autour	ADV	autour
de	PRP	de
vous	PRO:ton	vous
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
personne	PRO:ind	personne
à	PRP	à
qui	PRO:int	qui
parler	VER:infi	parler
ou	KON	ou
vous	PRO:cls	vous
entendez	VER:pres	entendre
des	DET:ind	un
blagues	NOM	blague
euh	INT	euh
homophobes	ADJ	<unknown>
et	KON	et
cetera	VER:futu	<unknown>
euh	INT	euh
voilà	FNO	voilà
vous	PRO:cls	vous
êtes	VER:pres	être
pas	ADV	pas
censé	ADJ	censé
savoir	VER:infi	savoir
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
forcément	ADV	forcément
une	DET:ind	un
blague	NOM	blague
vous	PRO:cls	vous
avez	VER:pres	avoir
pas	ADV	pas
forcément	ADV	forcément
envie	NOM	envie
de	PRP	de
vous	PRO:clo	vous
ouvrir	VER:infi	ouvrir
et	KON	et
quand	KON	quand
vous	PRO:cls	vous
le	PRO:clo	le
faites	VER:pres	faire
avec	PRP	avec
toujours	ADV	toujours
cette	DET:dem	ce
crainte	NOM	crainte
euh	INT	euh
d'	PRP	un
être	AUX:infi	être
outé	VER:pper	<unknown>
hein	INT	hein
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
que	KON	que
quelqu'un	PRO:ind	quelqu'un
dise	VER:subp	dire
que	KON	que
vous	PRO:cls	vous
êtes	VER:pres	être
homosexuelle	ADJ	homosexuel
alors	ADV	alors
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
