aujourd'hui	ADV	aujourd'hui
m'	PRO:clo	me
inquiéter	VER:infi	inquiéter
parce	TRC	parce
que	KON	que
je	PRO:cls	je
dis	VER:pres	dire
les	DET:def	le
pompiers	NOM	pompier
sans	PRP	sans
canadair	NOM	<unknown>
ça	PRO:cls	ça
va	VER:pres	aller
être	VER:infi	être
une	DET:ind	un
catastrophe	NOM	catastrophe
et	KON	et
les	DET:def	le
canadairs	NOM	<unknown>
sont	AUX:pres	être
arrivés	VER:pper	arriver
peut-être	ADV	peut-être
vingt	NUM	@card@
minutes	NOM	minute
après	ADV	après
ah	INT	ah
d'	PRP	un
accord	NOM	accord
alors	ADV	alors
tout	PRO:ind	tout
de	PRP	de
suite	NOM	suite
je	PRO:cls	je
suis	AUX:pres	être
sortie	VER:pper	sortir
de	PRP	de
la	DET:def	le
villa	NOM	villa
et	KON	et
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
vu	VER:pper	voir
un	NUM	@card@
puis	KON	puis
deux	NUM	@card@
je	PRO:cls	je
dis	VER:pres	dire
la	DET:def	le
chose	NOM	chose
est	VER:pres	être
importante	ADJ	important
car	NOM	car
le	PRO:clo	le
nous	PRO:clo	nous
donnant	VER:ppre	donner
sur	PRP	sur
l'	DET:def	le
étang	NOM	étang
de	PRP	de
¤T¤	NAM	¤T¤
on	PRO:cls	on
ne	ADV	ne
voyait	VER:impf	voir
pas	ADV	pas
la	DET:def	le
fumée	NOM	fumée
alors	ADV	alors
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
je	PRO:cls	je
suis	AUX:pres	être
allée	VER:pper	aller
sur	PRP	sur
la	DET:def	le
place	NOM	place
oui	FNO	oui
vous	PRO:cls	vous
ne	ADV	ne
saviez	VER:impf	savoir
pas	ADV	pas
qu'	KON	que
il	PRO:clsi	il
s'	PRO:clo	se
agissait	VER:impf	agir
de	PRP	de
votre	DET:pos	votre
terre	NOM	terre
ah	INT	ah
absolument	ADV	absolument
pas	ADV	pas
pas	ADV	pas
à	PRP	à
on	PRO:cls	on
pensait	VER:impf	penser
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
sait	VER:pres	savoir
qu'	KON	que
automatiquement	ADV	automatiquement
ça	PRO:cls	ça
peut	VER:pres	pouvoir
passer	VER:infi	passer
là-bas	ADV	là-bas
mais	KON	mais
automatiquement	ADV	automatiquement
on	PRO:cls	on
était	VER:impf	être
loin	ADV	loin
de	PRP	de
penser	VER:infi	penser
à	PRP	à
une	DET:ind	un
chose	NOM	chose
pareille	ADJ	pareil
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
le	DET:def	le
ca-	TRC	ca-
le	DET:def	le
nos	DET:pos	notre
employés	NOM	employé
qui	PRO:rel	qui
sont	VER:pres	être
au	PRP:det	au
bas	NOM	bas
je	PRO:cls	je
peux	VER:pres	pouvoir
dire	VER:infi	dire
de	PRP	de
la	DET:def	le
colline	NOM	colline
mais	KON	mais
du	PRP:det	du
côté	NOM	côté
ouest	NOM	ouest
viennent	VER:pres	venir
de	PRP	de
nous	PRO:clo	nous
téléphoner	VER:infi	téléphoner
car	NOM	car
eux	PRO:ton	eux
voient	VER:pres	voir
immédiatement	ADV	immédiatement
d'	PRP	un
où	PRO:rel	où
parte	VER:subp	partir
le	DET:def	le
feu	NOM	feu
et	KON	et
ça	PRO:cls	ça
partait	VER:impf	partir
du	PRP:det	du
canal	NOM	canal
de	PRP	de
¤T¤	NAM	¤T¤
qui	PRO:rel	qui
n'	ADV	ne
a	VER:pres	avoir
rien	PRO:ind	rien
à	PRP	à
voir	VER:infi	voir
encore	ADV	encore
avec	PRP	avec
l'	DET:def	le
incendie	NOM	incendie
qui	PRO:rel	qui
s'	PRO:clo	se
est	AUX:pres	être
déclaré	VER:pper	déclarer
chez	PRP	chez
nous	PRO:ton	nous
ah	INT	ah
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
le	DET:def	le
feu	NOM	feu
a	AUX:pres	avoir
été	AUX:pper	être
mis	VER:pper	mettre
au	PRP:det	au
canal	NOM	canal
de	PRP	de
¤T¤	NAM	¤T¤
donc	ADV	donc
nous	PRO:cls	nous
avons	VER:pres	avoir
le	DET:def	le
gardien	NOM	gardien
que	PRO:rel	que
nous	PRO:clo	nous
connaissons	VER:pres	connaître
très	ADV	très
bien	ADV	bien
car	NOM	car
ils	PRO:cls	il
sont	AUX:pres	être
tous	PRO:ind	tout
assermentés	VER:pper	assermenter
ils	PRO:cls	il
sont	AUX:pres	être
employés	VER:pper	employer
gardiens	NOM	gardien
et	KON	et
caetera	VER:futu	<unknown>
et	KON	et
caetera	VER:futu	<unknown>
oui	FNO	oui
nous	PRO:cls	nous
ont	AUX:pres	avoir
téléphoné	VER:pper	téléphoner
tout	PRO:ind	tout
de	PRP	de
suite	NOM	suite
et	KON	et
nous	PRO:cls	nous
ont	AUX:pres	avoir
dit	VER:pper	dire
ce	PRO:dem	ce
qui	PRO:rel	qui
est	VER:pres	être
très	ADV	très
drôle	ADJ	drôle
c'	PRO:cls	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
venaient	VER:impf	vener|venir
de	PRP	de
faire	VER:infi	faire
tout	DET:pre	tout
le	DET:def	le
parcours	NOM	parcours
automatiquement	ADV	automatiquement
pour	PRP	pour
de	PRP	de
surveillance	NOM	surveillance
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
avait	VER:impf	avoir
rien	PRO:ind	rien
le	DET:def	le
temps	NOM	temps
d'	PRP	un
arriver	VER:infi	arriver
à	PRP	à
leur	DET:pos	leur
bureau	NOM	bureau
ils	PRO:cls	il
ont	AUX:pres	avoir
vu	VER:pper	voir
la	DET:def	le
fumée	NOM	fumée
ah	INT	ah
bon	INT	bon
donc	ADV	donc
l-	TRC	l-
l'	DET:def	le
incendie	NOM	incendie
s'	PRO:clo	se
est	AUX:pres	être
déclaré	VER:pper	déclarer
très	ADV	très
rapidement	ADV	rapidement
comme	KON	comme
toujours	ADV	toujours
d'	PRP	un
ailleurs	ADV	ailleurs
car	NOM	car
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
un	DET:ind	un
petit	ADJ	petit
vent	NOM	vent
qui	PRO:rel	qui
attisait	VER:impf	attiser
ah	INT	ah
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
mais	KON	mais
heureusement	ADV	heureusement
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
le	DET:def	le
mistral	NOM	mistral
oui	FNO	oui
le	DET:def	le
vent	NOM	vent
était	VER:impf	être
pas	ADV	pas
très	ADV	très
fort	ADJ	fort
aujourd'hui	ADV	aujourd'hui
il	PRO:cls	il
débutait	VER:impf	débuter
hum	FNO	hum
hum	FNO	hum
après	ADV	après
il	PRO:cls	il
a	AUX:pres	avoir
été	VER:pper	être
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
fort	ADJ	fort
puis	KON	puis
s'	PRO:clo	se
est	AUX:pres	être
atténué	VER:pper	atténuer
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
il	PRO:cls	il
a	AUX:pres	avoir
eu	VER:pper	avoir
la	DET:def	le
présence	NOM	présence
d'	PRP	un
esprit	NOM	esprit
de	PRP	de
mettre	VER:infi	mettre
pas	ADV	pas
mal	ADV	mal
de	PRP	de
comment	PRO:int	comment
de	PRP	de
d'	DET:ind	un
appareils	NOM	appareil
spéciaux	ADJ	spécial
en	PRP	en
cas	NOM	cas
d'	PRP	un
incendie	NOM	incendie
qui	PRO:rel	qui
noyaient	VER:impf	noyer
beaucoup	ADV	beaucoup
d'	PRP	un
endroits	NOM	endroit
et	KON	et
ils	PRO:cls	il
ont	AUX:pres	avoir
noyé	VER:pper	noyer
du	PRP:det	du
côté	NOM	côté
du	PRP:det	du
village	NOM	village
ah	INT	ah
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
car	NOM	car
l'	DET:def	le
incendie	NOM	incendie
lui-même	PRO:ton	lui-même
après	ADV	après
être	AUX:infi	être
parti	VER:pper	partir
pour	PRP	pour
voir	VER:infi	voir
d'	PRP	un
où	PRO:int	où
il	PRO:cls	il
venait	VER:impf	venir
partait	VER:impf	partir
de	PRP	de
la	DET:def	le
villa	NOM	villa
de	PRP	de
chez	PRP	chez
le	DET:def	le
directeur	NOM	directeur
et	KON	et
le	DET:def	le
directeur	NOM	directeur
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
là	ADV	là
donc	ADV	donc
ah	INT	ah
on	PRO:cls	on
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
encore	ADV	encore
une	DET:ind	un
main	NOM	main
peut-être	ADV	peut-être
qui	PRO:rel	qui
n'	ADV	ne
aurait	VER:cond	avoir
pas	ADV	pas
dû	VER:pper	devoir
se	PRO:clo	se
passer	VER:infi	passer
par	PRP	par
là	ADV	là
n'	ADV	ne
-ce	PRO:dem	ce
est	VER:pres	être
pas	ADV	pas
il	PRO:cls	il
faut	VER:pres	falloir
dire	VER:infi	dire
des	DET:ind	un
mots	NOM	mot
qu'	KON	que
il	PRO:cls	il
ne	ADV	ne
faut	VER:pres	falloir
plus	ADV	plus
dire	VER:infi	dire
maintenant	ADV	maintenant
de	PRP	de
nos	DET:pos	notre
jours	NOM	jour
oui	FNO	oui
une	DET:ind	un
origine	NOM	origine
criminelle	ADJ	criminel
on	PRO:cls	on
pense	VER:pres	penser
carrément	ADV	carrément
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
est	AUX:pres	être
parti	VER:pper	partir
à	PRP	à
trois	NUM	@card@
endroits	NOM	endroit
à	PRP	à
la	DET:def	le
fois	NOM	fois
oui	FNO	oui
alors	ADV	alors
en	PRP	en
effet	NOM	effet
après	ADV	après
c'	PRO:cls	ce
est	VER:pres	être
plutôt	ADV	plutôt
douteux	ADJ	douteux
oui	FNO	oui
après	ADV	après
donc	ADV	donc
il	PRO:cls	il
a	AUX:pres	avoir
suivi	VER:pper	suivre
un	DET:ind	un
certain	ADJ	certain
chemin	NOM	chemin
là	ADV	là
où	PRO:int	où
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
avait	VER:impf	avoir
pas	ADV	pas
donc	ADV	donc
d'	PRP	un
humidité	NOM	humidité
ou	KON	ou
de	PRP	de
l'	DET:def	le
eau	NOM	eau
suivant	PRP	suivant
le	DET:def	le
cas	NOM	cas
naturellement	ADV	naturellement
où	PRO:int	où
cela	PRO:cls	cela
se	PRO:clo	se
trouvait	VER:impf	trouver
et	KON	et
c'	PRO:cls	ce
est	AUX:pres	être
arrivé	VER:pper	arriver
donc	ADV	donc
chez	PRP	chez
nous	PRO:ton	nous
eh	INT	eh
oui	FNO	oui
à	PRP	à
à	PRP	à
la	DET:def	le
¤T¤	NAM	¤T¤
qui	PRO:rel	qui
est	VER:pres	être
la	DET:def	le
colline	NOM	colline
que	KON	que
tu	PRO:cls	tu
connais	VER:pres	connaître
bien	ADV	bien
en	PRP	en
face	NOM	face
là-bas	ADV	là-bas
et	KON	et
à	PRP	à
la	DET:def	le
¤T¤	NAM	¤T¤
alors	ADV	alors
là	ADV	là
ça	PRO:cls	ça
fait	VER:pres	faire
vraiment	ADV	vraiment
des	DET:ind	un
désastres	NOM	désastre
parce	TRC	parce
que	KON	que
toute	DET:pre	tout
la	DET:def	le
chasse	NOM	chasse
de	PRP	de
mon	DET:pos	mon
mari	NOM	mari
a	AUX:pres	avoir
brûlé	VER:pper	brûler
oui	FNO	oui
effectivement	ADV	effectivement
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quatre-vingt	NUM	@card@
et	KON	et
vous	PRO:cls	vous
estimez	VER:pres	estimer
à	PRP	à
combien	PRO:int	combien
d'	PRP	un
hectares	NOM	hectare
qui	PRO:rel	qui
ont	AUX:pres	avoir
brûlé	VER:pper	brûler
ah	INT	ah
ben	INT	ben
là	ADV	là
euh	INT	euh
enfin	ADV	enfin
nous	PRO:ton	nous
dans	PRP	dans
notre	DET:pos	notre
partie	NOM	partie
la	DET:def	le
chasse	NOM	chasse
elle	PRO:cls	elle
a	VER:pres	avoir
à	PRP	à
peu	NOM	peu
près	ADV	près
vingt-cinq	NUM	@card@
hectares	NOM	hectare
eh	INT	eh
ben	INT	ben
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
vingt	NUM	@card@
qui	PRO:rel	qui
ont	AUX:pres	avoir
brûlé	VER:pper	brûler
peut-être	ADV	peut-être
plus	ADV	plus
parce	TRC	parce
que	KON	que
demain	ADV	demain
nous	PRO:cls	nous
allons	VER:pres	aller
aller	VER:infi	aller
carrément	ADV	carrément
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
vous	PRO:cls	vous
allez	VER:pres	aller
vous	PRO:clo	vous
rendre	VER:infi	rendre
compte	NOM	compte
voir	VER:infi	voir
les	PRO:clo	le
rendre	VER:infi	rendre
compte	NOM	compte
mais	KON	mais
pas	ADV	pas
allés	VER:pper	aller
encore	ADV	encore
vraiment	ADV	vraiment
aujourd'hui	ADV	aujourd'hui
on	PRO:cls	on
est	AUX:pres	être
allé	VER:pper	aller
oui	FNO	oui
on	PRO:cls	on
est	AUX:pres	être
allé	VER:pper	aller
voir	VER:infi	voir
dans	PRP	dans
les	DET:def	le
sommets	NOM	sommet
carrément	ADV	carrément
sur	PRP	sur
la	DET:def	le
colline	NOM	colline
car	NOM	car
ici	ADV	ici
nous	PRO:cls	nous
sommes	VER:pres	être
à	PRP	à
cent	NUM	@card@
treize	NUM	@card@
nous	PRO:cls	nous
sommes	AUX:pres	être
allés	VER:pper	aller
à	PRP	à
cent	NUM	@card@
trente	NUM	@card@
mètres	NOM	mètre
à	PRP	à
peu	NOM	peu
près	ADV	près
pour	PRP	pour
voir	VER:infi	voir
ce	PRO:cls	ce
sera	VER:futu	être
différent	ADJ	différent
nous	PRO:cls	nous
avons	AUX:pres	avoir
trouvé	VER:pper	trouver
tous	DET:pre	tout
les	DET:def	le
pompiers	ADJ	pompier
car	NOM	car
là	ADV	là
là	ADV	là
on	PRO:cls	on
peut	VER:pres	pouvoir
dire	VER:infi	dire
que	KON	que
tous	DET:pre	tout
les	DET:def	le
pompiers	NOM	pompier
d'	PRP	un
alentour	ADV	alentour
même	ADV	même
certains	DET:ind	certains
villages	NOM	village
dont	PRO:rel	dont
mon	DET:pos	mon
mari	NOM	mari
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
qui	PRO:rel	qui
étaient	AUX:impf	être
venus	VER:pper	venir
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
je	PRO:cls	je
crois	VER:pres	croire
cinq	NUM	@card@
villages	NOM	village
d'	PRP	un
alentour	ADV	alentour
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
¤T¤	NAM	¤T¤
/en	NOM	<unknown>
douce	ADJ	doux
.	NAM	<unknown>
qui	PRO:rel	qui
est	AUX:pres	être
arrivé	VER:pper	arriver
aussi	ADV	aussi
après	ADV	après
et	KON	et
bien	ADV	bien
ils	PRO:cls	il
sont	VER:pres	être
tous	PRO:ind	tout
sur	PRP	sur
place	NOM	place
ça	PRO:cls	ça
les	PRO:clo	le
gêne	VER:pres	gêner
on	PRO:cls	on
est	AUX:pres	être
allé	VER:pper	aller
en	PRP	en
vitesse	NOM	vitesse
pour	PRP	pour
voir	VER:infi	voir
en	PRP	en
gros	ADJ	gros
mais	KON	mais
on	PRO:cls	on
évite	VER:pres	éviter
de	PRP	de
les	PRO:clo	le
gêner	VER:infi	gêner
pour	PRP	pour
les	PRO:clo	le
va	VER:pres	aller
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
pour	PRP	pour
les	PRO:clo	le
vient	VER:pres	venir
parce	TRC	parce
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
énormément	ADV	énormément
de	PRP	de
voitures	NOM	voiture
qui	PRO:rel	qui
font	VER:pres	faire
des	DET:ind	un
va-et-vient	VER:pres	<unknown>
bien	ADV	bien
sûr	ADJ	sûr
et	KON	et
les	DET:def	le
et	KON	et
plus	ADV	plus
les	DET:def	le
canadairs	NOM	<unknown>
nous	PRO:clo	nous
avons	VER:pres	avoir
deux	NUM	@card@
avions	NOM	avion
différents	ADJ	différent
et	KON	et
nous	PRO:cls	nous
avons	VER:pres	avoir
un	DET:ind	un
hélicoptère	NOM	hélicoptère
ah	INT	ah
d'	PRP	un
accord	NOM	accord
de	PRP	de
surveillance	NOM	surveillance
qui	PRO:rel	qui
est	VER:pres	être
dans	PRP	dans
en	PRP	en
ce	DET:dem	ce
moment	NOM	moment
là	ADV	là
il	PRO:cls	il
tourne	VER:pres	tourner
euh	INT	euh
qui	PRO:rel	qui
dépend	VER:pres	dépendre
de	PRP	de
l'	DET:def	le
aéroport	NOM	aéroport
ah	INT	ah
tout	DET:pre	tout
tout	DET:pre	tout
tout	DET:pre	tout
dépend	VER:pres	dépendre
de	PRP	de
des	DET:ind	un
pompiers	NOM	pompier
de	PRP	de
¤T¤	NAM	¤T¤
et	KON	et
ils	PRO:cls	il
se	PRO:clo	se
automatiquement	ADV	automatiquement
ils	PRO:cls	il
se	PRO:clo	se
téléphonent	VER:pres	téléphoner
les	DET:def	le
uns	NOM	un
aux	PRP:det	au
autres	ADJ	autre
ils	PRO:cls	il
sont	VER:pres	être
oui	FNO	oui
tous	PRO:ind	tout
en	PRP	en
contact	NOM	contact
hum	FNO	hum
hum	FNO	hum
d'	PRP	un
ailleurs	ADV	ailleurs
heureusement	ADV	heureusement
que	KON	que
mon	DET:pos	mon
mari	NOM	mari
étant	VER:ppre	être
très	ADV	très
connu	VER:pper	connaître
i-	TRC	i-
a	AUX:pres	avoir
téléphoné	VER:pper	téléphoner
et	KON	et
la	DET:def	le
gendarmerie	NOM	gendarmerie
était	VER:impf	être
en	PRP	en
contact	NOM	contact
de	PRP	de
¤T¤	NAM	¤T¤
et	KON	et
de	PRP	de
¤T¤	NAM	¤T¤
puisque	KON	puisque
nous	PRO:cls	nous
faisons	VER:pres	faire
partie	NOM	partie
de	PRP	de
¤T¤	NAM	¤T¤
était	VER:impf	être
en	PRP	en
relation	NOM	relation
avec	PRP	avec
lui	PRO:clo	lui
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
dure	VER:pres	durer
à	PRP	à
peu	NOM	peu
près	ADV	près
toute	DET:pre	tout
l'	DET:def	le
après-midi	NOM	après-midi
ces	DET:dem	ce
coups	NOM	coup
de	PRP	de
téléphone	NOM	téléphone
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
alors	ADV	alors
la	DET:def	le
gendarmerie	NOM	gendarmerie
les	DET:def	le
les	DET:def	le
pompiers	NOM	pompier
puis	KON	puis
alors	ADV	alors
on	PRO:cls	on
est	AUX:pres	être
allés	VER:pper	aller
voir	VER:infi	voir
les	DET:def	le
pompiers	NOM	pompier
à	PRP	à
peu	NOM	peu
près	ADV	près
où	PRO:int	où
c'	PRO:cls	ce
était	VER:impf	être
puisque	KON	puisque
pour	PRP	pour
le	DET:def	le
moment	NOM	moment
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
aucu-	TRC	<unknown>
je	PRO:cls	je
pense	VER:pres	penser
qu'	KON	que
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
a	VER:pres	avoir
aucune	DET:ind	aucun
villa	NOM	villa
car	NOM	car
au	PRP:det	au
bas	NOM	bas
de	PRP	de
la	DET:def	le
colline	NOM	colline
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
villas	NOM	villa
ah	INT	ah
d'	PRP	un
accord	NOM	accord
et	KON	et
elles	PRO:cls	elle
n'	ADV	ne
ont	AUX:pres	avoir
pas	ADV	pas
été	AUX:pper	être
touchées	VER:pper	toucher
on	PRO:cls	on
sait	VER:pres	savoir
pas	ADV	pas
moi	PRO:ton	moi
j-	TRC	j-
je	PRO:cls	je
ne	ADV	ne
pense	VER:pres	penser
pas	ADV	pas
hein	INT	hein
je	PRO:cls	je
ne	ADV	ne
pense	VER:pres	penser
pas	ADV	pas
euh	INT	euh
également	ADV	également
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
versant	NOM	versant
du	PRP:det	du
versant	NOM	versant
ouest	NOM	ouest
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
mal	ADV	mal
de	PRP	de
caravanes	NOM	caravane
alors	ADV	alors
là	ADV	là
les	DET:def	le
pompiers	NOM	pompier
ont	AUX:pres	avoir
fait	VER:pper	faire
dégager	VER:infi	dégager
et	KON	et
oui	FNO	oui
toutes	DET:pre	tout
les	DET:def	le
villas	NOM	villa
qui	PRO:rel	qui
sont	VER:pres	être
de	PRP	de
l'	DET:def	le
autre	ADJ	autre
côté	NOM	côté
de	PRP	de
la	DET:def	le
cent	NUM	@card@
treize	NUM	@card@
on	PRO:cls	on
les	PRO:clo	le
a	AUX:pres	avoir
fait	VER:pper	faire
partir	VER:infi	partir
pour	PRP	pour
une	DET:ind	un
bonne	ADJ	bon
raison	NOM	raison
car	NOM	car
au	PRP:det	au
bas	NOM	bas
des	PRP:det	du
du	PRP:det	du
chemin	NOM	chemin
du	PRP:det	du
canal	NOM	canal
de	PRP	de
¤T¤	NAM	¤T¤
hum	FNO	hum
hum	FNO	hum
vous	PRO:cls	vous
avez	VER:pres	avoir
une	DET:ind	un
station	NOM	station
service	NOM	service
Esso	NOM	<unknown>
¤T¤	NAM	¤T¤
ah	INT	ah
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
qui	PRO:rel	qui
est	VER:pres	être
une	DET:ind	un
des	DET:ind	un
plus	ADV	plus
grandes	ADJ	grand
stations	NOM	station
et	KON	et
on	PRO:cls	on
avait	VER:impf	avoir
peur	NOM	peur
pour	PRP	pour
le	DET:def	le
feu	NOM	feu
parce	TRC	parce
qu'	KON	que
alors	ADV	alors
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
bombe	NOM	bombe
hein	INT	hein
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
certain	ADJ	certain
là	ADV	là
s'	KON	si
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
les	DET:def	le
cuves	NOM	cuve
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
qu'	KON	que
on	PRO:cls	on
a	VER:pres	avoir
on	PRO:cls	on
a	AUX:pres	avoir
fait	VER:pper	faire
évacuer	VER:infi	évacuer
même	ADV	même
euh	INT	euh
pas	ADV	pas
très	ADV	très
loin	ADV	loin
en	PRP	en
face	NOM	face
Notre-Dame	NOM	<unknown>
qui	PRO:rel	qui
il	PRO:clsi	il
faut	VER:pres	falloir
encore	ADV	encore
passer	VER:infi	passer
la	DET:def	le
route	NOM	route
qui	PRO:rel	qui
va	VER:pres	aller
donc	ADV	donc
de	PRP	de
la	DET:def	le
centre	NOM	centre
treize	NUM	@card@
à	PRP	à
¤T¤	NAM	¤T¤
carrément	ADV	carrément
hum	FNO	hum
à	PRP	à
la	DET:def	le
gare	NOM	gare
et	KON	et
là	ADV	là
vous	PRO:cls	vous
avez	AUX:pres	avoir
évacué	VER:pper	évacuer
également	ADV	également
on	PRO:cls	on
a	AUX:pres	avoir
fait	VER:pper	faire
évacuer	VER:infi	évacuer
on	PRO:cls	on
a	AUX:pres	avoir
demandé	VER:pper	demander
à	PRP	à
tous	DET:pre	tout
les	DET:def	le
gens	NOM	gens
de	PRP	de
partir	VER:infi	partir
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
avait	VER:impf	avoir
peur	NOM	peur
surtout	ADV	surtout
sur	PRP	sur
la	DET:def	le
station	NOM	station
que	KON	que
les	DET:def	le
pompes	NOM	pompe
eh	INT	eh
oui	FNO	oui
explosent	VER:pres	exploser
