pourquoi	PRO:int	pourquoi
moins	ADV	moins
parce	TRC	parce
que	KON	que
leurs	DET:pos	leur
revenus	NOM	revenu
sont	VER:pres	être
pas	ADV	pas
suffisants	ADJ	suffisant
alors	ADV	alors
que	KON	que
ceux	PRO:dem	celui
qui	PRO:rel	qui
ont	VER:pres	avoir
des	DET:ind	un
revenus	NOM	revenu
suffisants	ADJ	suffisant
payent	VER:pres	payer
le	DET:def	le
tarif	NOM	tarif
plein	ADV	plein
hein	INT	hein
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
éga-	TRC	<unknown>
une	DET:ind	un
inégalité	NOM	inégalité
on	PRO:cls	on
pourrait	VER:cond	pouvoir
se	PRO:clo	se
s'	PRO:clo	se
ériger	VER:infi	ériger
contre	ADV	contre
ça	PRO:ton	ça
on	PRO:cls	on
dirait	VER:cond	dire
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
juste	ADV	juste
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
juste	ADV	juste
pour	PRP	pour
rétablir	VER:infi	rétablir
l'	DET:def	le
équilibre	NOM	équilibre
des	PRP:det	du
chances	NOM	chance
dans	PRP	dans
la	DET:def	le
société	NOM	société
voilà	FNO	voilà
bon	INT	bon
bref	INT	bref
l'	DET:def	le
équité	NOM	équité
dans	PRP	dans
la	DET:def	le
compétition	NOM	compétition
politique	NOM	politique
par	PRP	par
rapport	NOM	rapport
aux	PRP:det	au
médias	NOM	média
les	DET:def	le
médias	NOM	média
qui	PRO:rel	qui
vous	PRO:cls	vous
savez	VER:pres	savoir
on	PRO:cls	on
l'	PRO:clo	le
avait	AUX:impf	avoir
dit	VER:pper	dire
l'	DET:def	le
autre	ADJ	autre
fois	NOM	fois
qui	PRO:rel	qui
font	VER:pres	faire
un	DET:ind	un
peu	NOM	peu
la	DET:def	le
pluie	NOM	pluie
et	KON	et
le	DET:def	le
beau	ADJ	beau
temps	NOM	temps
donc	ADV	donc
le	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
qui	PRO:rel	qui
veut	VER:pres	vouloir
dire	VER:infi	dire
quoi	INT	quoi
en	PRP	en
France	NAM	France
bien	ADV	bien
sûr	ADJ	sûr
c'	PRO:cls	ce
est	AUX:pres	être
marqué	VER:pper	marquer
dans	PRP	dans
le	DET:def	le
texte	NOM	texte
le	DET:def	le
conseil	NOM	conseil
supérieur	ADJ	supérieur
de	PRP	de
l'	DET:def	le
audio-	NOM	<unknown>
l'	DET:def	le
audiovisuel	NOM	<unknown>
oui	FNO	oui
le	DET:def	le
conseil	NOM	conseil
supérieur	ADJ	supérieur
de	PRP	de
l'	DET:def	le
audiovisuel	NOM	<unknown>
quel	DET:int	quel
d'	PRP	un
après	ADV	après
le	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
quel	DET:int	quel
doit	VER:pres	devoir
être	VER:infi	être
le	DET:def	le
temps	NOM	temps
d'	PRP	un
intervention	NOM	intervention
minimal	ADJ	minimal
de	PRP	de
l'	DET:def	le
opposition	NOM	opposition
alors	ADV	alors
politique	ADJ	politique
hein	INT	hein
pour	PRP	pour
que	KON	que
le	DET:def	le
pluralisme	NOM	pluralisme
soit	VER:subp	être
respecté	VER:pper	respecter
c'	PRO:cls	ce
était	VER:impf	être
dur	ADJ	dur
hein	INT	hein
hum	FNO	hum
¤Pren¤	NAM	<unknown>
un	DET:ind	un
trimestre	NOM	trimestre
pour	PRP	pour
les	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
et	KON	et
les	DET:def	le
bulletins	NOM	bulletin
d'	PRP	un
informations	NOM	information
et	KON	et
un	DET:ind	un
semestre	NOM	semestre
pour	PRP	pour
les	DET:def	le
magazines	NOM	magazine
et	KON	et
les	DET:def	le
autres	ADJ	autre
émissions	NOM	émission
de	PRP	de
programmes	NOM	programme
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
concis	ADJ	concis
que	KON	que
ça	PRO:ton	ça
quand	KON	quand
on	PRO:cls	on
regarde	VER:pres	regarder
bien	ADV	bien
les	DET:def	le
informations	NOM	information
apportées	VER:pper	apporter
par	PRP	par
le	DET:def	le
document	NOM	document
en	PRP	en
gros	ADJ	gros
c'	PRO:cls	ce
est	VER:pres	être
il	PRO:cls	il
faut	VER:pres	falloir
un	DET:ind	un
minimum	NOM	minimum
de	PRP	de
accordé	NOM	accordé
à	PRP	à
l'	DET:def	le
opposition	NOM	opposition
un	DET:ind	un
minimum	NOM	minimum
de	PRP	de
cinquante	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
cinquante	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
du	PRP:det	du
temps	NOM	temps
d'	PRP	un
accès	NOM	accès
aux	PRP:det	au
médias	NOM	média
de	PRP	de
diffusion	NOM	diffusion
par	PRP	par
les	DET:def	le
médias	NOM	média
cinquante	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
du	PRP:det	du
temps	NOM	temps
accordé	VER:pper	accorder
à	PRP	à
la	DET:def	le
majorité	NOM	majorité
présidentielle	ADJ	présidentiel
donc	ADV	donc
un	DET:ind	un
minimum	NOM	minimum
ça	PRO:cls	ça
peut	VER:pres	pouvoir
monter	VER:infi	monter
jusqu'	PRP	jusque
à	PRP	à
cent	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
mais	KON	mais
pour	PRP	pour
le	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
l'	DET:def	le
opposition	NOM	opposition
si	KON	si
elle	PRO:cls	elle
a	AUX:pres	avoir
eu	VER:pper	avoir
cinquante	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
du	PRP:det	du
temps	NOM	temps
accordé	VER:pper	accorder
à	PRP	à
la	DET:def	le
majorité	NOM	majorité
présidentielle	ADJ	présidentiel
hors	PRP	hors
période	NOM	période
électorale	ADJ	électoral
en	PRP	en
temps	NOM	temps
normal	ADJ	normal
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
suffisant	ADJ	suffisant
pour	PRP	pour
parler	VER:infi	parler
d'	PRP	un
équité	NOM	équité
alors	ADV	alors
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
forcément	ADV	forcément
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
ne	ADV	ne
trouve	VER:pres	trouver
pas	ADV	pas
forcément	ADV	forcément
ça	PRO:ton	ça
juste	ADV	juste
en	PRP	en
tous	DET:pre	tout
les	DET:def	le
cas	NOM	cas
c'	PRO:cls	ce
est	VER:pres	être
ce	PRO:dem	ce
qui	PRO:rel	qui
a	AUX:pres	avoir
été	AUX:pper	être
décrété	VER:pper	décréter
et	KON	et
qui	PRO:rel	qui
est	AUX:pres	être
appliqué	VER:pper	appliquer
par	PRP	par
le	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
d'	PRP	un
accord	NOM	accord
quel	DET:int	quel
serait	VER:cond	être
en	PRP	en
pourcentage	NOM	pourcentage
le	DET:def	le
temps	NOM	temps
de	PRP	de
parole	NOM	parole
de	PRP	de
l'	DET:def	le
opposition	NOM	opposition
s'	KON	si
il	PRO:cls	il
était	VER:impf	être
égal	ADJ	égal
à	PRP	à
celui	PRO:dem	celui
de	PRP	de
la	DET:def	le
majorité	NOM	majorité
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
question	NOM	question
pour	PRP	pour
un	DET:ind	un
sixième	NOM	sixième
cinquante	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
ben	INT	ben
non	FNO	non
cent	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
je	PRO:cls	je
dir-	TRC	<unknown>
j'	PRO:cls	je
aurais	AUX:cond	avoir
dit	VER:pper	dire
cent	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
bêtement	ADV	bêtement
hein	INT	hein
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
cent	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
le	DET:def	le
cas	NOM	cas
justement	ADV	justement
pourquoi	PRO:int	pourquoi
l'	DET:def	le
accès	NOM	accès
aux	PRP:det	au
médias	NOM	média
-il	PRO:clsi	il
est	VER:pres	être
un	DET:ind	un
enjeu	NOM	enjeu
démocratique	ADJ	démocratique
donc	ADV	donc
c'	PRO:cls	ce
était	VER:impf	être
surtout	ADV	surtout
cette	DET:dem	ce
question	NOM	question
qui	PRO:rel	qui
était	VER:impf	être
la	DET:def	le
plus	ADV	plus
intéressante	ADJ	intéressant
pourquoi	PRO:int	pourquoi
l'	DET:def	le
accès	NOM	accès
aux	PRP:det	au
médias	NOM	média
-il	PRO:clsi	il
est	VER:pres	être
un	DET:ind	un
enjeu	NOM	enjeu
démocratique	ADJ	démocratique
oui	FNO	oui
euh	INT	euh
on	PRO:cls	on
va	VER:pres	aller
peut-être	ADV	peut-être
changer	VER:infi	changer
de	PRP	de
d'	DET:ind	un
intervenant	NOM	intervenant
¤Pren¤	NAM	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
mais	KON	mais
si	KON	si
¤Pren¤	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
la	DET:def	le
compétition	NOM	compétition
politique	ADJ	politique
oui	FNO	oui
mais	KON	mais
avec	PRP	avec
ça	PRO:ton	ça
tu	PRO:cls	tu
réponds	VER:pres	répondre
pas	ADV	pas
à	PRP	à
quoi	PRO:int	quoi
servent	VER:pres	servir
les	DET:def	le
médias	NOM	média
la	DET:def	le
circulation	NOM	circulation
¤Pren¤	NAM	<unknown>
des	PRP:det	du
informations	NOM	information
oui	FNO	oui
la	DET:def	le
diffusion	NOM	diffusion
des	PRP:det	du
informations	NOM	information
du	PRP:det	du
moins	ADV	moins
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
peut	VER:pres	pouvoir
appeler	VER:infi	appeler
des	DET:ind	un
informations	NOM	information
souvent	ADV	souvent
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
neutre	ADJ	neutre
alors	ADV	alors
avec	PRP	avec
cette	DET:dem	ce
idée-là	NOM	<unknown>
comment	PRO:int	comment
construire	VER:infi	construire
la	DET:def	le
réponse	NOM	réponse
pas	ADV	pas
compliqué	VER:pper	compliquer
pour	PRP	pour
que	KON	que
la	DET:def	le
population	NOM	population
le	DET:def	le
peuple	NOM	peuple
démocratie	NOM	démocratie
le	DET:def	le
pouvoir	NOM	pouvoir
au	PRP:det	au
peuple	NOM	peuple
soit	VER:subp	être
informé	VER:pper	informer
des	DET:ind	un
différentes	ADJ	différent
opinions	NOM	opinion
des	DET:ind	un
différentes	ADJ	différent
idées	NOM	idée
des	DET:ind	un
différents	ADJ	différent
projets	NOM	projet
de	PRP	de
société	NOM	société
pour	PRP	pour
pouvoir	VER:infi	pouvoir
en	PRP	en
débattre	VER:infi	débattre
démocratiquement	ADV	démocratiquement
il	PRO:cls	il
faut	VER:pres	falloir
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
ait	VER:subp	avoir
diffusion	NOM	diffusion
et	KON	et
diffusion	NOM	diffusion
si	KON	si
possible	ADJ	possible
équitable	ADJ	équitable
par	PRP	par
les	DET:def	le
médias	NOM	média
donc	ADV	donc
les	DET:def	le
médias	NOM	média
ce	PRO:cls	ce
sont	VER:pres	être
eux	PRO:ton	eux
qui	PRO:rel	qui
permettent	VER:pres	permettre
cette	DET:dem	ce
diffusion	NOM	diffusion
et	KON	et
rapide	ADJ	rapide
quasiment	ADV	quasiment
instantanément	ADV	instantanément
ça	PRO:cls	ça
rentre	VER:pres	rentrer
dans	PRP	dans
tous	DET:pre	tout
les	DET:def	le
foyers	NOM	foyer
ne	ADV	ne
-ce	PRO:dem	ce
serait	VER:cond	être
que	KON	que
regarder	VER:infi	regarder
les	DET:def	le
débats	NOM	débat
télévisés	VER:pper	téléviser
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
a	VER:pres	avoir
une	DET:ind	un
télé	NOM:trc	télévision
deux	NUM	@card@
trois	NUM	@card@
pas	ADV	pas
vous	PRO:ton	vous
sauf	PRP	sauf
moi	PRO:ton	moi
effectivement	ADV	effectivement
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
d'	DET:ind	un
autres	ADJ	autre
sources	NOM	source
d'	PRP	un
informations	NOM	information
vous	PRO:cls	vous
avez	VER:pres	avoir
internet	NOM	Internet
vous	PRO:cls	vous
avez	VER:pres	avoir
les	DET:def	le
journaux	NOM	journal
et	KON	et
la	DET:def	le
radio	NOM	radio
hein	INT	hein
on	PRO:cls	on
peut	VER:pres	pouvoir
avoir	VER:infi	avoir
euh	INT	euh
une	DET:ind	un
idée	NOM	idée
de	PRP	de
d'	PRP	un
un	DET:ind	un
débat	NOM	débat
politique	ADJ	politique
euh	INT	euh
des	DET:ind	un
idées	NOM	idée
qui	PRO:rel	qui
circulent	VER:pres	circuler
par	PRP	par
exemple	NOM	exemple
en	PRP	en
écoutant	VER:ppre	écouter
France	NAM	France
Info	NOM:trc	information
mais	KON	mais
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
votre	DET:pos	votre
tasse	NOM	tasse
de	PRP	de
thé	NOM	thé
hein	INT	hein
vous	PRO:ton	vous
c'	PRO:cls	ce
est	VER:pres	être
plutôt	ADV	plutôt
euh	INT	euh
Magnum	ADJ	magnum
Radio	NOM	radio
si	KON	si
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
normal	ADJ	normal
.	NAM	<unknown>
.	NAM	<unknown>
donc	ADV	donc
effectivement	ADV	effectivement
hein	INT	hein
l'	DET:def	le
accès	NOM	accès
aux	PRP:det	au
médias	NOM	média
est	VER:pres	être
un	DET:ind	un
enjeu	NOM	enjeu
démocratique	ADJ	démocratique
c'	PRO:cls	ce
est	VER:pres	être
cet	DET:dem	ce
accès	NOM	accès
qui	PRO:rel	qui
permet	VER:pres	permettre
les	DET:def	le
différents	ADJ	différent
aux	PRP:det	au
différents	ADJ	différent
partis	NOM	parti
politiques	ADJ	politique
de	PRP	de
nourrir	VER:infi	nourrir
le	DET:def	le
débat	NOM	débat
démocratique	ADJ	démocratique
d'	PRP	un
informer	VER:infi	informer
les	DET:def	le
citoyens	NOM	citoyen
et	KON	et
de	PRP	de
discuter	VER:infi	discuter
les	DET:def	le
décisions	NOM	décision
prises	NOM	prise
par	PRP	par
les	DET:def	le
gouvernements	NOM	gouvernement
et	KON	et
les	DET:def	le
projets	NOM	projet
politiques	ADJ	politique
qui	PRO:rel	qui
pourraient	VER:cond	pouvoir
être	VER:infi	être
alternatifs	ADJ	alternatif
à	PRP	à
ceux	PRO:dem	celui
pris	VER:pper	prendre
par	PRP	par
le	DET:def	le
gouvernement	NOM	gouvernement
ceux	PRO:dem	celui
élaborés	VER:pper	élaborer
par	PRP	par
le	DET:def	le
gouvernement	NOM	gouvernement
.	NAM	<unknown>
.	NAM	<unknown>
vous	PRO:cls	vous
avez	AUX:pres	avoir
noté	VER:pper	noter
ces	DET:dem	ce
réponses	NOM	réponse
un	DET:ind	un
minimum	NOM	minimum
oui	FNO	oui
est-ce-que	VER:impe	<unknown>
franchement	ADV	franchement
les	DET:def	le
questions	NOM	question
étaient	AUX:impf	être
compliquées	VER:pper	compliquer
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
franchement	ADV	franchement
l'	DET:def	le
impression	NOM	impression
j'	PRO:cls	je
ai	AUX:pres	avoir
.	VER:pper	<unknown>
surtout	ADV	surtout
eu	VER:pper	avoir
l'	DET:def	le
impression	NOM	impression
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
ont	VER:pres	avoir
pas	ADV	pas
trop	ADV	trop
creusé	VER:pper	creuser
le	DET:def	le
sujet	NOM	sujet
hein	INT	hein
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
euh	INT	euh
pour	PRP	pour
terminer	VER:infi	terminer
ce	DET:dem	ce
point-là	NOM	point-là
c'	PRO:cls	ce
est	VER:pres	être
suffisant	ADJ	suffisant
alors	ADV	alors
bien	ADV	bien
sur	PRP	sur
vous	PRO:cls	vous
êtes	VER:pres	être
vous	PRO:cls	vous
avez	VER:pres	avoir
le	DET:def	le
droit	NOM	droit
même	ADV	même
presque	ADV	presque
l'	DET:def	le
obligation	NOM	obligation
de	PRP	de
lire	VER:infi	lire
les	DET:def	le
documents	NOM	document
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
pas	ADV	pas
traités	VER:pper	traiter
je	PRO:cls	je
vous	PRO:clo	vous
rappelle	VER:pres	rappeler
que	KON	que
le	DET:def	le
livre	NOM	livre
est	VER:pres	être
un	DET:ind	un
outil	NOM	outil
de	PRP	de
travail	NOM	travail
notamment	ADV	notamment
pour	PRP	pour
euh	INT	euh
l'	DET:def	le
échéance	NOM	échéance
de	PRP	de
la	DET:def	le
semaine	NOM	semaine
prochaine	ADJ	prochain
je	PRO:cls	je
vous	PRO:clo	vous
le	PRO:clo	le
rappelle	VER:pres	rappeler
vous	PRO:cls	vous
allez	VER:pres	aller
faire	VER:infi	faire
l'	DET:def	le
exercice	NOM	exercice
bilan	NOM	bilan
qui	PRO:rel	qui
est	VER:pres	être
en	PRP	en
bas	NOM	bas
de	PRP	de
la	DET:def	le
page	NOM	page
vingt-cinq	NUM	@card@
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
reproduire	VER:infi	reproduire
d'	PRP	un
une	DET:ind	un
manière	NOM	manière
correcte	ADJ	correct
dans	PRP	dans
le	DET:def	le
cahier	NOM	cahier
le	DET:def	le
tableau	NOM	tableau
qui	PRO:rel	qui
vous	PRO:clo	vous
est	AUX:pres	être
proposé	VER:pper	proposer
en	PRP	en
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
grand	ADJ	grand
si	KON	si
possible	ADJ	possible
pour	PRP	pour
mettre	VER:infi	mettre
des	DET:ind	un
réponses	NOM	réponse
qui	PRO:rel	qui
soient	AUX:subp	être
pas	ADV	pas
minuscules	ADJ	minuscule
et	KON	et
de	PRP	de
trouver	VER:infi	trouver
des	DET:ind	un
contre-exemples	NOM	<unknown>
de	PRP	de
la	DET:def	le
compétition	NOM	compétition
pacifique	ADJ	pacifique
du	PRP:det	du
pluralisme	NOM	pluralisme
politique	ADJ	politique
et	KON	et
d'	PRP	un
une	DET:ind	un
compétition	NOM	compétition
équitable	ADJ	équitable
des	PRP:det	du
contre-exemples	NOM	<unknown>
réels	ADJ	réel
avérés	VER:pper	avérer
existants	ADJ	existant
ou	KON	ou
ayant	VER:ppre	avoir
existé	VER:pper	exister
et	KON	et
non	FNO	non
pas	ADV	pas
de	PRP	de
de	DET:ind	un
vagues	ADJ	vague
idées	NOM	idée
générales	ADJ	général
floues	ADJ	flou
voilà	FNO	voilà
donc	ADV	donc
déjà	ADV	déjà
pour	PRP	pour
euh	INT	euh
une	DET:ind	un
compétition	NOM	compétition
pacifique	ADJ	pacifique
vous	PRO:cls	vous
avez	VER:pres	avoir
les	DET:def	le
exemples	NOM	exemple
des	PRP:det	du
coups	NOM	coup
d'	PRP	un
état	NOM	état
euh	INT	euh
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
cité	VER:pper	citer
donc	ADV	donc
ceux-là	PRO:dem	celui-là
vous	PRO:cls	vous
pouvez	VER:pres	pouvoir
les	PRO:clo	le
remettre	VER:infi	remettre
éventuellement	ADV	éventuellement
en	PRP	en
trouver	VER:infi	trouver
quelques	DET:ind	quelque
autres	ADJ	autre
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	AUX:pres	avoir
eu	VER:pper	avoir
moins	ADV	moins
connus	VER:pper	connaître
certes	ADV	certes
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	AUX:pres	avoir
eu	VER:pper	avoir
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
toujours	ADV	toujours
la	DET:def	le
démocratie	NOM	démocratie
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
encore	ADV	encore
le	DET:def	le
seul	ADJ	seul
modèle	NOM	modèle
de	PRP	de
fonctionnement	NOM	fonctionnement
politique	ADJ	politique
de	PRP	de
la	DET:def	le
planète	NOM	planète
hein	INT	hein
et	KON	et
bien	ADV	bien
sûr	ADJ	sûr
dans	PRP	dans
quelques	DET:ind	quelque
minutes	NOM	minute
nous	PRO:cls	nous
allons	VER:pres	aller
commencer	VER:infi	commencer
à	PRP	à
corriger	VER:infi	corriger
bon	INT	bon
ça	PRO:cls	ça
y	PRO:clo	y
est	VER:pres	être
le	DET:def	le
tableau	NOM	tableau
est	AUX:pres	être
correctement	ADV	correctement
reproduit	VER:pper	reproduire
pas	ADV	pas
trop	ADV	trop
dur	ADJ	dur
de	PRP	de
faire	VER:infi	faire
quatre	NUM	@card@
lignes	NOM	ligne
et	KON	et
deux	NUM	@card@
colonnes	NOM	colonne
et	KON	et
donc	ADV	donc
quand	KON	quand
vous	PRO:cls	vous
serez	VER:futu	être
prêts	ADJ	prêt
nous	PRO:clo	nous
traiterons	VER:futu	traiter
pas	ADV	pas
de	PRP	de
la	DET:def	le
première	ADJ	premier
ligne	NOM	ligne
puisque	KON	puisque
je	PRO:cls	je
vous	PRO:clo	vous
l'	PRO:clo	le
ai	AUX:pres	avoir
dit	VER:pper	dire
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
on	PRO:cls	on
a	AUX:pres	avoir
déjà	ADV	déjà
évoqué	VER:pper	évoquer
suffisamment	ADV	suffisamment
d'	PRP	un
exemples	NOM	exemple
mais	KON	mais
on	PRO:cls	on
va	VER:pres	aller
.	NOM:sig	<unknown>
passer	VER:infi	passer
directement	ADV	directement
au	PRP:det	au
l'	DET:def	le
histoire	NOM	histoire
du	PRP:det	du
pluralisme	NOM	pluralisme
politique	ADJ	politique
alors	ADV	alors
-vous	PRO:clo	vous
avez	VER:pres	avoir
des	DET:ind	un
exemples	NOM	exemple
de	PRP	de
non-pluralisme	NOM	<unknown>
politique	ADJ	politique
¤Pren¤	NAM	<unknown>
en	PRP	en
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
vraiment	ADV	vraiment
en	PRP	en
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
euh	INT	euh
avant	ADV	avant
euh	INT	euh
la	DET:def	le
chute	NOM	chute
du	PRP:det	du
mur	NOM	mur
de	PRP	de
Berlin	NOM	berlin
et	KON	et
cetera	VER:futu	<unknown>
hum	FNO	hum
oui	FNO	oui
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
quoi	INT	quoi
c'	PRO:cls	ce
était	VER:impf	être
le	DET:def	le
communisme	NOM	communisme
oui	FNO	oui
c'	PRO:cls	ce
était	VER:impf	être
le	DET:def	le
parti	NOM	parti
communiste	ADJ	communiste
d'	PRP	un
accord	NOM	accord
oui	FNO	oui
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
qu'	KON	que
un	DET:ind	un
seul	ADJ	seul
parti	NOM	parti
